transaction_id,case_id,transaction_type,transaction_date,amount_gbp,hours_worked,payment_status
TXN000308,CASE0389,Payment,14/05/2022,42449,,Paid
TXN000309,CASE0464,Payment,19/07/2021,4255,,Paid
TXN000310,CASE0369,Other,08/03/2021,14336,,Paid
TXN000311,CASE0430,Other,31/10/2023,47828,,Overdue
TXN000312,CASE0433,Payment,09/04/2023,8221,,Paid
TXN000313,CASE0329,Expense,02/05/2021,12746,,Unpaid
TXN000314,CASE0276,Expense,29/09/2023,17783,,Overdue
TXN000315,CASE0116,Expense,13/08/2021,15797,,Unpaid
TXN000316,CASE0447,Expense,17/05/2023,16039,,Unpaid
TXN000317,CASE0380,Payment,04/08/2023,39787,,Unpaid
TXN000318,CASE0181,Timesheet,24/09/2022,49021,12.9,Unpaid
TXN000319,CASE0319,Expense,12/03/2021,33511,,Pending
TXN000320,CASE0017,Invoice,29/05/2022,10856,,Unpaid
TXN000321,CASE0197,Payment,21/11/2021,37315,,Unpaid
TXN000322,CASE0399,Timesheet,03/12/2022,5483,9.1,Paid
TXN000323,CASE0225,Payment,21/10/2022,24857,,Pending
TXN000324,CASE0134,Timesheet,20/02/2022,7856,,Unpaid
TXN000325,CASE0193,Payment,20/06/2023,37246,,Overdue
TXN000326,CASE0060,Invoice,26/04/2022,31655,,Paid
TXN000327,CASE0132,Expense,26/07/2023,31577,,Paid
TXN000328,CASE0286,Timesheet,07/01/2021,754,37.0,Pending
TXN000329,CASE0335,Other,03/05/2021,8274,,Overdue
TXN000330,CASE0347,Expense,20/08/2023,20434,,Overdue
TXN000331,CASE0210,Payment,26/11/2022,42534,,Overdue
TXN000332,CASE0021,Expense,23/10/2023,14532,,Unpaid
TXN000333,CASE0478,Other,12/08/2022,41060,,Unpaid
TXN000334,CASE0403,Timesheet,12/05/2023,2429,28.5,Unpaid
TXN000335,CASE0275,Expense,06/12/2023,4672,,Pending
TXN000336,CASE0377,Payment,20/12/2021,3680,,Overdue
TXN000337,CASE0492,Payment,23/07/2023,46155,,Overdue
TXN000338,CASE0489,Timesheet,19/03/2023,7168,,Pending
TXN000339,CASE0205,Timesheet,24/10/2023,17473,6.1,Paid
TXN000340,CASE0287,Payment,12/12/2022,13830,,Paid
TXN000341,CASE0079,Invoice,14/11/2022,39685,,Paid
TXN000342,CASE0494,Timesheet,18/05/2021,16251,32.9,Paid
TXN000343,CASE0213,Payment,21/06/2023,34935,,Pending
TXN000344,CASE0041,Expense,02/03/2023,37171,,Overdue
TXN000345,CASE0034,Other,08/11/2023,2003,,Unpaid
TXN000346,CASE0444,Payment,14/07/2022,48413,,Paid
TXN000347,CASE0492,Payment,13/11/2023,7967,,Unpaid
TXN000348,CASE0354,Timesheet,14/01/2021,29269,25.3,Unpaid
TXN000349,CASE0262,Other,08/03/2021,42800,,Paid
TXN000350,CASE0500,Invoice,05/07/2021,10665,,Unpaid
TXN000351,CASE0088,Other,05/06/2021,44548,,Unpaid
TXN000352,CASE0489,Timesheet,01/10/2021,23309,,Paid
TXN000353,CASE0375,Payment,28/02/2021,17886,,Paid
TXN000354,CASE0331,Other,24/05/2022,6773,,Paid
TXN000355,CASE0137,Expense,14/04/2023,38257,,Overdue
TXN000356,CASE0455,Expense,19/06/2022,6702,,Pending
TXN000357,CASE0129,Invoice,29/01/2022,17056,,Unpaid
TXN000358,CASE0327,Payment,06/08/2021,20479,,Overdue
TXN000359,CASE0106,Expense,17/11/2022,22092,,Pending
TXN000360,CASE0358,Invoice,03/03/2021,17760,,Paid
TXN000361,CASE0194,Timesheet,07/02/2022,44237,20.3,Unpaid
TXN000362,CASE0122,Payment,24/11/2022,31296,,Overdue
TXN000363,CASE0435,Payment,11/06/2021,45849,,Paid
TXN000364,CASE0201,Other,01/01/2022,21980,,Paid
TXN000365,CASE0475,Expense,15/11/2023,32052,,Paid
TXN000366,CASE0469,Timesheet,07/03/2023,33521,7.8,Overdue
TXN000367,CASE0326,Payment,28/07/2021,44612,,Overdue
TXN000368,CASE0172,Invoice,14/12/2023,44543,,Pending
TXN000369,CASE0045,Invoice,02/06/2023,39077,,Overdue
TXN000370,CASE0062,Expense,14/04/2022,27439,,Paid
TXN000371,CASE0035,Invoice,05/09/2022,34978,,Paid
TXN000372,CASE0415,Timesheet,14/03/2022,5745,,Paid
TXN000373,CASE0001,Other,21/03/2022,48849,,Paid
TXN000374,CASE0436,Expense,12/03/2021,31904,,Unpaid
TXN000375,CASE0247,Invoice,14/04/2021,30395,,Paid
TXN000376,CASE0205,Payment,10/09/2023,9463,,Paid
TXN000377,CASE0400,Invoice,23/09/2023,3087,,Paid
TXN000378,CASE0099,Payment,29/08/2022,15936,,Unpaid
TXN000379,CASE0481,Expense,20/02/2023,46778,,Paid
TXN000380,CASE0107,Timesheet,30/12/2021,30124,,Pending
TXN000381,CASE0493,Invoice,07/07/2022,6859,,Unpaid
TXN000382,CASE0450,Invoice,14/02/2022,13139,,Pending
TXN000383,CASE0418,Timesheet,24/10/2022,24518,24.4,Paid
TXN000384,CASE0098,Timesheet,17/11/2022,20079,25.0,Unpaid
TXN000385,CASE0241,Payment,25/10/2021,23011,,Overdue
TXN000386,CASE0360,Payment,22/01/2023,34270,,Pending
TXN000387,CASE0057,Other,17/03/2023,4108,,Unpaid
TXN000388,CASE0423,Invoice,15/09/2023,5055,,Paid
TXN000389,CASE0413,Timesheet,03/03/2021,11925,23.3,Unpaid
TXN000390,CASE0026,Timesheet,04/04/2022,10897,15.9,Paid
TXN000391,CASE0112,Expense,21/09/2023,10222,,Overdue
TXN000392,CASE0276,Timesheet,30/03/2022,28455,1.0,Unpaid
TXN000393,CASE0038,Other,09/04/2022,20052,,Pending
TXN000394,CASE0079,Expense,05/05/2023,11760,,Overdue
TXN000395,CASE0383,Expense,24/04/2021,33215,,Pending
TXN000396,CASE0496,Payment,28/12/2022,39026,,Pending
TXN000397,CASE0362,Invoice,19/09/2022,31377,,Paid
TXN000398,CASE0302,Invoice,10/10/2022,8442,,Pending
TXN000399,CASE0135,Other,23/01/2022,19297,,Pending
TXN000400,CASE0307,Timesheet,24/06/2023,1658,0.8,Paid
TXN000401,CASE0315,Invoice,17/07/2021,40225,,Unpaid
TXN000402,CASE0071,Invoice,20/10/2021,29053,,Paid
TXN000403,CASE0134,Timesheet,22/03/2023,36857,25.9,Pending
TXN000404,CASE0143,Timesheet,26/11/2021,41210,21.6,Overdue
TXN000405,CASE0083,Timesheet,30/09/2021,2846,2.4,Overdue
TXN000406,CASE0448,Invoice,23/11/2022,34773,,Unpaid
TXN000407,CASE0078,Timesheet,01/07/2022,40289,,Pending
TXN000408,CASE0015,Invoice,19/05/2023,44446,,Paid
TXN000409,CASE0389,Timesheet,21/08/2022,34535,0.7,Pending
TXN000410,CASE0453,Invoice,10/09/2021,5382,,Overdue
TXN000411,CASE0030,Timesheet,02/02/2022,43023,34.8,Paid
TXN000412,CASE0396,Payment,18/02/2023,25288,,Paid
TXN000413,CASE0289,Invoice,13/05/2023,8427,,Pending
TXN000414,CASE0441,Timesheet,07/03/2021,34358,29.6,Paid
TXN000415,CASE0036,Invoice,28/11/2022,3658,,Pending
TXN000416,CASE0052,Invoice,26/04/2022,40649,,Paid
TXN000417,CASE0242,Payment,26/10/2023,1997,,Pending
TXN000418,CASE0191,Expense,24/05/2022,21797,,Paid
TXN000419,CASE0482,Other,05/08/2022,25392,,Paid
TXN000420,CASE0049,Expense,16/09/2022,37157,,Overdue
TXN000421,CASE0403,Other,07/03/2021,28694,,Paid
TXN000422,CASE0419,Invoice,09/08/2022,41581,,Paid
TXN000423,CASE0321,Payment,26/05/2023,16594,,Paid
